customer_id,first_name,last_name,email,phone,address,city,state,zip_code,country,registration_date,birth_date,gender,income_bracket,is_churned,churn_date
35,Diane,Walker,megan51@andrews-aguirre.net,001-499-480-9402x44550,20183 Barnes Junctions Apt. 545,North Ericton,TX,11194,US,2023-09-22,1963-08-27,Other,high,False,
36,Jessica,Coleman,wnelson@hotmail.com,256-514-9784,003 Dougherty Trafficway Apt. 445,North Tylerchester,HI,17433,US,2023-02-11,1971-01-04,F,high,False,
37,Joseph,Hall,sandersjudy@yahoo.com,6713596966,52975 Samuel Coves Apt. 696,South Monicamouth,IN,44156,US,2024-04-18,1998-02-26,M,high,False,
38,Christopher,Dixon,rebeccabailey@mullen.com,(943)929-2127,527 Taylor Roads Suite 490,Williamport,NH,59734,US,2023-02-10,1947-09-11,M,medium,False,
39,Amy,Decker,gilbertwilliam@carpenter-best.com,393.459.7820x715,77889 Michael Haven,Ortizmouth,TX,78867,US,2023-02-27,1948-09-12,F,medium,False,
40,Rachel,Holland,cody64@cummings-douglas.org,(351)692-5462,528 Debbie Manors Suite 054,East Matthew,WI,64237,US,2024-04-15,1958-03-15,F,high,False,
41,Courtney,Taylor,megan18@conley.com,001-592-996-2229x27065,738 Kyle Valleys Suite 359,Murrayport,WI,50553,US,2023-05-18,1979-05-11,F,high,False,
42,Kelsey,Burch,moniquewilliams@sawyer-spencer.com,001-581-941-2478x261,60685 Paul Common Suite 305,Port Jennifermouth,WY,19643,US,2023-06-13,1954-07-02,F,medium,True,2023-09-19
43,Amanda,Lowery,katherineharrison@hotmail.com,8103432898,41036 Brown Villages Suite 980,Lake Douglas,NE,00706,US,2023-10-31,1986-12-22,F,medium,False,
44,Heather,Duncan,millsmichael@stephens.com,(770)465-4051x5319,8527 Welch Valleys,North Jennifer,NH,05348,US,2023-03-02,1965-02-07,F,medium,True,2023-04-01
45,Dakota,Moody,sarah86@kennedy.com,(905)941-5667x652,416 Ryan View Apt. 845,North Markport,ME,58948,US,2023-11-10,1986-02-22,M,medium,True,2023-12-10
46,Michelle,Jackson,sergio59@yahoo.com,401-365-8202x970,556 Cassie Springs,Rushstad,NV,10578,US,2023-02-22,1984-03-10,F,low,False,
47,Brenda,Richardson,john10@hotmail.com,(578)668-1447,12172 Osborn Valleys Suite 518,Patriciaburgh,VT,93504,US,2023-01-16,1992-10-14,F,low,False,
48,Marcia,Leon,gallowaylaura@tyler.com,+1-695-878-2911,669 David Island Apt. 778,Davidside,SC,77543,US,2023-07-03,1957-07-08,F,medium,False,
49,Randall,Anderson,holmeskevin@morris.com,(384)414-3842x498,99590 Christopher Row,Debrashire,MT,81517,US,2023-06-24,1988-08-14,M,medium,False,
50,Andre,Small,timothy64@yahoo.com,402-776-7735,562 Robertson Coves Suite 371,Shannonberg,CT,07133,US,2023-09-26,1964-11-19,M,medium,False,
51,Theresa,Lin,sydneybarrera@yahoo.com,001-953-227-8774,8733 Williams Haven,Harperfort,LA,70846,US,2023-03-12,1945-09-10,F,medium,True,2023-06-14
52,Sarah,Jordan,kathryn50@yahoo.com,9986358416,16558 Fischer Flat,Porterton,AZ,18462,US,2023-06-17,1993-09-11,F,medium,False,
53,Felicia,Wells,catherinerobertson@yahoo.com,+1-652-969-4958x887,5169 Robles Stream,New Thomasshire,OK,30325,US,2023-04-09,1994-03-24,F,medium,False,
54,Amber,Castillo,lorraineallen@hotmail.com,001-913-207-5626x368,385 Fox Island,South Rhonda,MA,72102,US,2023-05-08,1969-03-30,F,medium,False,
55,Megan,Dillon,plee@yahoo.com,+1-743-644-3757,98665 Kelly Heights Apt. 574,Lewisside,KY,74165,US,2023-06-24,1992-07-05,F,low,False,
56,Denise,Rodriguez,brentstein@little.com,(657)212-0826x77345,938 Robin Extensions,Khanburgh,PW,05264,US,2023-07-15,2002-01-14,F,medium,True,2023-09-24
57,Jennifer,Simpson,smithashley@gmail.com,947-688-7287x43152,54932 Wilcox Passage,Christopherville,HI,18931,US,2023-09-13,1977-08-17,F,high,False,
58,Erica,Wright,wyoung@yahoo.com,649-390-4530x17426,9332 Hernandez Summit Suite 687,Port John,WV,78595,US,2023-03-18,2004-07-20,F,low,True,2023-10-20
59,Richard,Fox,starkdaniel@hotmail.com,939.282.2587x13971,86790 Chambers Inlet Apt. 640,New Charles,NE,45659,US,2024-02-10,1992-10-18,M,high,False,
60,Amy,Mcknight,ajohnson@mack.biz,(867)466-1825x128,04786 Morrow Gateway,Reedview,ID,95531,US,2024-02-20,1997-03-24,F,low,False,
61,Brian,Pacheco,allencarlos@hotmail.com,5792030673,439 Ray Trail,Joelberg,TN,68822,US,2023-12-17,1960-03-06,M,high,False,
62,Jason,Hill,dpeters@david-powers.net,266-824-6287x33427,826 Jonathan Isle Apt. 751,North Joseph,TX,79795,US,2023-03-06,1986-03-01,M,high,False,
63,Amanda,Jones,vclark@krueger-smith.com,001-717-639-3638x5467,8771 Gill Island Apt. 556,New Michelleberg,AK,34681,US,2023-05-09,1982-10-15,F,medium,False,
64,Timothy,Riley,elijah53@yahoo.com,001-437-785-4777,87280 Mary Club,Port Adamberg,MP,83168,US,2023-08-10,1960-11-19,M,low,False,
65,Barry,Hernandez,nbrooks@estrada.info,6082860084,11823 Christine Glen Suite 461,Susanmouth,OK,32378,US,2023-05-05,1992-07-31,M,high,True,2024-10-18
66,Darrell,Sutton,davisnicholas@alvarez.com,365.691.8033x9740,50392 Hickman Hills,New John,MP,51508,US,2023-10-11,1991-03-17,M,low,False,
67,Stephanie,Rivera,masonterri@davis.com,899-496-5047x73586,94311 Moore Station Apt. 655,North Adamport,NV,47676,US,2023-05-31,1996-12-11,F,medium,False,
68,Debra,Anderson,jcole@russell.com,+1-495-860-4661x839,44472 Gary Harbor,Evansland,MN,33491,US,2023-08-11,1961-12-01,F,low,True,2023-12-27
69,Nathan,Simpson,trodriguez@rush.org,(457)856-9245x9375,7935 Ramirez Turnpike Suite 519,New Wendy,HI,89854,US,2023-09-09,1997-05-16,M,low,True,2023-10-25
70,Krista,Benton,samuelcarter@hotmail.com,867-324-3426,796 Stephens Turnpike Suite 891,Port Johnstad,GA,85304,US,2023-05-09,1986-10-30,F,high,True,2024-05-08
71,Andrew,Terrell,tammy61@gmail.com,943-788-8993,9825 Timothy Hill Suite 112,Larrymouth,WY,27615,US,2023-10-05,1980-08-06,M,high,False,
72,John,Alvarez,tflores@gmail.com,001-810-951-2382x825,2266 Jo Flat,Vargasfurt,AL,92872,US,2023-05-23,1959-10-02,M,premium,False,
73,Daniel,Goodwin,lloydamanda@nguyen-ellis.com,+1-478-659-6969x15579,251 Kevin Falls,Heatherhaven,MS,55320,US,2023-09-03,1985-09-21,M,medium,False,
74,Brenda,Reyes,sreid@arias.com,(425)579-0507,876 Perry Ville Suite 721,Port Kathleenport,AZ,36526,US,2023-07-19,1960-06-08,F,low,True,2023-08-30
75,Kimberly,Jackson,hdunn@hotmail.com,848-358-0783,0745 Scott Crest,East Lisa,OR,90827,US,2023-08-25,1968-12-29,F,medium,False,
76,Shannon,Bishop,christinaglover@gmail.com,6956849825,126 Victoria Way Apt. 232,Mariafurt,NM,19135,US,2023-09-03,1984-06-05,F,low,False,
77,Mackenzie,Burton,yjones@gmail.com,(884)557-7590x1751,74545 Ashlee Oval Suite 001,Smithburgh,NV,60337,US,2023-05-16,1945-03-07,F,premium,True,2023-12-12
78,William,Patterson,erik41@ward.com,9643361103,387 Alan Junctions,Port Robertberg,NJ,09784,US,2024-01-25,1960-09-18,M,low,False,
79,James,Cross,edwardsnicole@reyes.com,489-809-2753,11219 Bell Meadow Suite 234,East Angelaport,WI,91003,US,2023-07-21,1946-12-17,M,low,False,
80,Ryan,Barrett,aprilhicks@hotmail.com,(740)737-6137x9180,9658 Kathryn Trail,North Brendatown,KS,28778,US,2023-07-02,1947-11-05,M,medium,False,
81,Tammy,Fry,courtney86@yahoo.com,001-561-488-9241x418,9146 Brian Corners Suite 179,West Elizabethburgh,DE,02161,US,2023-11-13,1993-04-22,F,high,False,
82,Breanna,Smith,alexandra42@yahoo.com,(641)305-6481,8507 Michael Glens Apt. 913,North Micheletown,IA,06527,US,2023-08-19,1977-03-28,F,premium,False,
83,Helen,Mora,tranrobin@rios.com,319-951-8023x806,5187 Miguel Highway Suite 937,Brittanyfort,WI,26115,US,2023-11-02,1994-12-24,F,high,False,
84,Stephanie,Hodges,adamortiz@weaver.com,206-541-3836x70241,571 William Route Suite 199,South Elaineberg,IA,38731,US,2023-08-28,1962-11-23,F,low,False,
85,Samuel,Howe,louis43@gmail.com,729.812.1277,537 Ford Walk,North Ericport,GU,92868,US,2023-12-25,1992-07-22,M,low,False,
86,Carrie,Lewis,christopherwright@yahoo.com,(980)344-2067x8831,00323 Watson Roads,New Brendaland,AK,08951,US,2023-07-26,1958-08-05,Other,low,False,
87,Steven,Ramos,steinmaria@martinez-dunlap.com,(796)567-0662,4720 Deborah Parks,Andradefort,AR,11998,US,2023-06-19,1964-03-04,M,high,False,
88,Janet,Barnes,mayokimberly@castillo-harrington.com,001-585-264-2059,78593 Craig Shoals Apt. 480,New Meghan,AS,51412,US,2023-08-11,1969-04-12,F,medium,False,
89,Taylor,Frey,joelstewart@wolfe.com,001-992-293-7842,39308 Smith Ridges,Port David,VT,23761,US,2023-05-01,2007-08-29,F,low,False,
90,Leah,Oneill,hernandezjanet@schroeder.com,456-891-5452,528 Walker Radial Apt. 644,East Jessica,UT,75583,US,2023-11-15,1971-10-14,Other,medium,False,
91,Sarah,Townsend,carriemccall@walker.com,713-655-2157x04331,006 Oconnor Expressway,Snyderfurt,MI,72069,US,2023-05-09,1970-09-05,F,medium,False,
92,Brian,Mendoza,shannonlloyd@phillips.com,715-926-2181,2962 Craig Ford,South Heidi,VA,96180,US,2023-09-23,1981-11-21,M,medium,False,
93,Deborah,Campbell,williamsashley@hernandez-ward.biz,649-373-1032,46774 Darlene Loaf Apt. 565,South Bradley,NV,61457,US,2023-10-02,1963-01-22,F,high,False,
94,Courtney,Adams,karencontreras@barnett.biz,001-393-880-6868x79374,989 David Throughway,Thompsonburgh,IL,25761,US,2023-09-30,1953-09-21,F,medium,False,
95,Andrew,Miller,wendyburton@hotmail.com,251-816-8685x487,2299 Sara Port,Port Justinside,FM,45572,US,2023-06-12,2004-11-16,M,low,False,
96,Jason,Reyes,rjohnson@yahoo.com,(999)660-6530,54447 Teresa Forks Apt. 475,Jessicaland,ID,58397,US,2023-09-19,1959-07-10,M,high,False,
97,Susan,Russell,lori82@gmail.com,986-228-9023x3030,345 Wagner Roads Apt. 035,Wheelerburgh,VI,62705,US,2023-10-19,1985-01-26,F,medium,False,
98,Andrea,Cooper,mitchellpaul@gmail.com,001-233-933-4680,290 Johnny Valley,Jenniferview,NE,49846,US,2023-08-15,2003-02-01,Other,medium,False,
99,Gregory,King,erica96@hotmail.com,308-958-9944,4544 Lopez Path,North Linda,AS,79148,US,2023-09-12,1972-08-19,M,medium,False,
100,Mary,Becker,qbright@sullivan-doyle.org,001-493-653-8758x428,2482 Pena Forges,Jeffreyport,MT,43927,US,2024-01-16,1970-06-06,F,high,False,
101,David,Carter,obrown@carpenter.com,416.784.6022x35697,75250 Shannon Fords,New Kathy,NM,12040,US,2023-08-29,1953-12-10,M,medium,False,
102,Christina,Schultz,ysanford@gmail.com,2835505830,542 Patrick Radial,Garyton,ME,38620,US,2023-02-19,1976-02-29,Other,medium,True,2023-07-08
103,Nicholas,Carlson,ibarron@yahoo.com,453.326.0332x3098,064 Brittney Causeway Apt. 001,Wallaceville,OH,33627,US,2023-10-04,1977-06-02,M,premium,False,
104,Michael,Harris,robert18@dean-haynes.biz,589-614-1173,6420 Lozano Spurs,Riveratown,AL,88533,US,2023-11-30,1951-03-12,M,medium,True,2024-04-16
105,Susan,Conley,stacychan@gmail.com,001-714-737-4470x1204,110 Melissa Shore Apt. 557,Natalieland,MN,45422,US,2023-11-03,1957-07-31,F,high,False,
106,Brian,Ross,mary76@hotmail.com,(912)402-1697,9027 Rodriguez Loop Suite 014,Alexanderhaven,WI,97969,US,2023-03-05,1984-05-17,M,medium,False,
107,Misty,Walker,reynoldsjessica@yahoo.com,(362)989-0028x772,54083 Powell Freeway Apt. 779,Millerfort,NV,41927,US,2023-05-28,1953-03-19,F,low,False,
108,William,Mcgee,powellbarry@smith.org,+1-948-783-7550x3758,13055 Kelley Landing Apt. 027,Port Jennifer,VA,54137,US,2023-03-24,1952-05-31,M,premium,True,2023-06-15
109,David,Gonzalez,ylewis@love.biz,2912779827,782 Jessica Crossroad Apt. 699,Williamfurt,MT,80323,US,2023-03-11,2007-06-19,M,low,False,
110,Michael,Wright,tara72@gmail.com,(498)748-5833x39452,8799 Craig Ville,Nataliechester,AS,02174,US,2023-09-07,1980-09-15,M,low,False,
111,Brian,James,gonzalezkaren@terrell.com,(504)838-0571,406 Butler Turnpike,Tammyton,AL,97975,US,2023-03-31,1962-03-29,M,low,False,
112,Dale,Melton,rhondabush@hotmail.com,(398)893-3472x122,4842 Brandy Glens,West Stevenberg,AZ,20647,US,2023-01-18,1967-02-03,M,medium,False,
113,Linda,Ayala,jtyler@yahoo.com,858-832-8182,3355 Carter Terrace,Barajastown,DE,88180,US,2023-02-06,1968-09-06,F,medium,True,2023-03-08
114,Jill,Conway,flemingmanuel@cruz.com,5857887704,28801 Ellen Trail,Port Gina,MP,14122,US,2023-07-18,1959-02-15,F,low,False,
115,Kimberly,Park,burgesseric@yahoo.com,001-650-811-0248x193,6650 Nunez Place Apt. 919,Lake Melaniestad,NY,14412,US,2023-12-14,1964-11-09,F,medium,False,
116,Richard,Turner,kathy76@short-johnson.com,+1-232-468-4245,09968 Kevin Summit,Jasonhaven,FL,21597,US,2023-11-01,1957-08-28,M,premium,False,
117,Connie,Davenport,whitelauren@york.info,+1-581-341-4139x7552,135 Hayes Ridges Suite 929,Lindseychester,GA,01134,US,2023-11-10,1966-06-13,F,high,False,
118,David,Walker,mary25@yahoo.com,575.647.8129x142,108 Lisa Prairie,Hammondborough,PW,05305,US,2023-06-11,1982-09-02,M,low,False,
119,Dean,Shannon,michaelwalker@hotmail.com,001-442-478-8165x8039,29927 Williams Trace Suite 314,Jimborough,NC,47850,US,2024-01-10,1971-07-19,M,low,True,2024-11-25
120,John,Gibson,hoopermario@schmitt.com,001-689-826-6591,655 Sparks Rapids,New Nicolemouth,GA,30646,US,2023-11-28,1950-05-20,M,medium,False,
121,Jose,Campbell,ericguzman@guerrero.com,001-417-477-3926x0302,202 Nielsen Path,Greeneshire,SC,02941,US,2023-09-17,2004-12-01,M,medium,False,
122,Michelle,Stanley,robinsoncatherine@yahoo.com,923.369.2929x8425,6210 Alexandra Parkways,Serranoville,HI,62874,US,2024-01-30,2006-06-28,F,medium,False,
123,Lucas,Williams,olsondavid@ryan.biz,465.608.6376x59916,14986 Lopez Station Apt. 981,South Diamondmouth,MT,47984,US,2023-10-14,1952-05-22,M,premium,False,
124,Christopher,Pearson,melissa69@yahoo.com,+1-946-636-8872x588,562 Julie Mission Apt. 138,Hartmanside,RI,91865,US,2023-04-16,1991-09-20,M,high,False,
125,Michael,Martin,morrowthomas@graham.com,+1-206-569-8490x277,09883 Emily Lake Apt. 021,Kimberlystad,TN,52293,US,2023-06-02,1972-09-22,M,medium,False,
126,Kevin,Holmes,dunnjessica@herman.com,893.376.9042,451 Walter Via,Heatherfurt,OK,63891,US,2023-04-29,1997-07-13,M,medium,True,2023-05-29
127,Dana,Morgan,bmosley@yahoo.com,241-663-3565,1651 Thomas Knoll,New Joseph,WA,90037,US,2023-05-18,2007-01-21,F,low,False,
128,Cheryl,Mclaughlin,moniqueclark@conley.com,(911)717-9080,9472 Sanders Terrace Apt. 086,Ayerston,NY,46020,US,2023-05-21,1971-12-05,F,low,True,2023-08-19
129,Scott,Parsons,wolfesteve@hotmail.com,6034691559,47955 Victor Fords Suite 556,Shannonshire,DC,75984,US,2023-06-04,1991-10-26,M,medium,True,2024-02-06
130,Crystal,Garcia,angelachase@gmail.com,(727)902-6728,8906 Hannah Circle Apt. 471,Garnerview,MN,47727,US,2024-03-14,1983-04-08,F,medium,False,
131,Kristin,Patrick,jenkinsmichael@hotmail.com,+1-339-898-2455x877,2256 Sweeney Cliffs Apt. 253,Loganport,VT,35559,US,2024-02-02,1986-05-01,F,high,False,
132,Matthew,Nelson,julie87@yahoo.com,(820)323-4132,78006 Dalton River,North Diana,FM,51598,US,2023-04-07,1966-03-10,M,medium,False,
133,Crystal,Rojas,davidroberson@gmail.com,4554778487,968 Stout Orchard Apt. 174,Robertberg,ME,01884,US,2023-06-02,1945-02-21,F,medium,False,
134,Kelly,Chang,justin80@weeks.com,001-464-893-0853x68663,41638 Mitchell Summit Suite 631,East Keith,SC,60183,US,2024-03-04,1987-03-04,F,medium,True,2024-08-17
135,Jodi,Graves,malikhernandez@hotmail.com,3214442703,3564 Bolton Mountain,West Christopherberg,AR,35432,US,2023-09-19,1997-12-01,F,medium,False,
136,James,Daniels,paulawright@clayton-martinez.com,(473)203-7183x7645,7435 Michelle Forge,East Cynthiamouth,AL,22437,US,2023-08-16,1999-03-12,M,medium,True,2023-11-29
137,Donald,Wilson,novakbianca@alvarez.com,427.319.5005,3585 Quinn Brooks,Howardberg,KS,05676,US,2023-08-10,1978-02-28,M,high,False,
138,Michelle,Hansen,ashleystephens@yahoo.com,001-774-998-2182x7448,862 Christine Lakes,West Jennifer,TN,71143,US,2023-09-17,2000-11-14,F,medium,False,
139,Jasmine,Warren,chloemorris@hotmail.com,211-881-0220x31731,994 Michael Rest Apt. 037,South Laurieton,MN,73641,US,2023-09-30,1995-09-24,F,medium,True,2023-10-30
140,Teresa,Perry,colonjoseph@gmail.com,001-514-413-8113x8633,195 Park Meadow Apt. 228,Wagnerburgh,ND,79133,US,2023-09-27,1975-04-14,F,low,False,
141,Taylor,Orr,robert65@hotmail.com,998.836.8457,049 Zachary Hollow,West Traceyborough,PR,41776,US,2023-06-15,1946-08-12,F,low,False,
142,Patricia,Harding,clintonstevens@gmail.com,(845)593-3441,572 Petersen Spurs,New Dawnton,VA,76035,US,2023-08-14,1971-02-06,F,medium,False,
143,Blake,Brown,nichole66@gmail.com,001-539-406-0480x58925,679 Jeffrey Highway,Hernandezmouth,CO,62872,US,2023-04-13,1984-01-09,M,medium,False,
144,Nichole,Kelley,rossryan@hotmail.com,(527)583-7693,6591 Emily Manors,Michaelmouth,MI,78341,US,2023-09-18,1989-09-26,F,medium,False,
145,Allison,Torres,chanson@gmail.com,435.621.1039,1477 Martin Streets,East Amy,WV,34403,US,2023-08-25,1982-06-25,F,low,False,
146,Karen,Blair,bennettrebecca@williams.org,507-801-6451x046,7981 James Mount,North Johnhaven,ME,44222,US,2023-05-01,1978-06-23,F,low,False,
147,James,Moore,michael43@hotmail.com,304-860-8432x562,3926 Browning Isle,Danielsborough,SD,18664,US,2023-04-20,1984-09-03,M,medium,False,
148,Joshua,Mcbride,haley82@forbes-daugherty.com,+1-892-851-8812x5205,4231 Jack Track Suite 999,New Jesse,TX,03919,US,2023-10-18,1969-08-01,M,medium,False,
149,Christopher,Chan,xjoseph@christian.info,(523)530-6046,27975 Clay Meadow,Parsonsfurt,VA,41513,US,2023-09-12,1971-12-16,Other,medium,False,
150,Lisa,Newton,hayesmargaret@rich.net,+1-960-886-8034,7264 Hannah Divide Suite 718,East Kimberlyside,DC,52021,US,2023-08-11,1973-04-12,F,low,False,
151,Frank,Johnson,nicoledavis@yahoo.com,001-421-811-7518x689,25922 Harold Station Apt. 644,Robertsburgh,DE,17746,US,2023-12-03,1958-12-09,M,medium,False,
152,Aaron,Cannon,fjimenez@aguirre.com,001-577-667-1990,22050 Melissa Shores,Markland,AR,14773,US,2023-03-15,1973-07-05,M,premium,False,
153,Wendy,Martin,tammycurry@yahoo.com,3146556168,14586 Heather Ridge Apt. 198,South Jenniferport,NE,80303,US,2024-01-11,2002-10-30,F,low,False,
154,Emily,Fox,christinacrawford@hotmail.com,+1-577-829-3430x1071,55830 Hannah Glens Apt. 448,Katieville,TX,44185,US,2023-11-22,1968-05-13,F,high,False,
155,Jennifer,Carroll,jamesbass@mendoza.com,227.585.7608x4958,1240 Terrell Road Apt. 996,New Darryl,WY,99006,US,2023-04-11,1966-02-11,F,medium,False,
156,Michele,Edwards,robert73@hayes-sampson.com,542.715.0317x80782,845 Kayla Courts Apt. 307,Reeveshaven,DE,01039,US,2023-02-08,1966-04-19,F,low,False,
157,Tara,Mcdaniel,steven01@miranda.com,+1-435-633-4485x7142,98813 Dunn Groves,Lake Linda,OK,32590,US,2023-09-24,1956-10-16,F,medium,False,
158,Benjamin,Austin,bwilliams@yahoo.com,+1-601-760-1662x99795,817 Christopher Unions,Davisport,TX,84966,US,2023-11-19,1993-06-19,M,high,False,
159,Pamela,Ruiz,michellejensen@myers-lyons.com,477-301-7157x72459,158 Laura Place Suite 696,New John,GA,63726,US,2024-01-04,1971-04-03,F,low,False,
160,Austin,Clark,vbradley@hotmail.com,001-332-919-7199x758,6191 Murphy Rue,North Jeffberg,FM,76623,US,2023-06-22,2006-08-08,M,medium,True,2024-03-17
161,Nicole,Pacheco,shawncarter@lane.com,294-765-1909x8624,85140 Ryan Ramp,Garrettfurt,MO,50513,US,2023-07-08,1974-10-01,F,medium,False,
162,Amy,Bates,jacobcruz@yahoo.com,(824)922-0102x76212,278 Arnold Mission Suite 532,Jacobsshire,NM,96303,US,2023-05-05,1961-03-31,Other,medium,False,
163,Michelle,Adams,goodashley@hotmail.com,(319)571-2847x818,189 Austin Junctions Apt. 778,Berrymouth,MT,46758,US,2024-05-04,1999-06-15,F,medium,False,
164,Edward,Jackson,bryan79@gmail.com,001-304-690-4712,94440 Cassandra Ramp Apt. 752,Kimberlybury,NM,24200,US,2023-09-05,1999-07-14,M,low,False,
165,Joseph,Johnson,caitlinunderwood@mullins-gutierrez.biz,272.439.5041,7478 Noah Squares Suite 742,Smithmouth,MS,89432,US,2023-07-24,1966-08-14,M,medium,False,
